1493730000000.0,SA0297,0.4199495564945866
1493730000000.0,SA0297,0.3762783012611809
1493730000000.0,SA0297,0.329503884650849
1493730000000.0,SA0297,0.16148823486557776
1493730000000.0,SA0297,1.6494327449156574
1493730000000.0,SA0297,0.7265032759733434
1493730000000.0,SA0297,0.16723307089209358
1493730000000.0,SA0297,0.24234430053128955
1493730000000.0,SA0297,0.34378413285083415
1493730000000.0,SA0297,0.5812870547328575
1493730000000.0,SA0297,1.3437599413585746
1493730000000.0,SA0297,0.7708215033326457
1493730000000.0,SA0297,0.6259201626405719
1493730000000.0,SA0297,0.587334844871305
1493730000000.0,SA0297,0.4883073929401438
1493730000000.0,SA0297,0.47698031405918634
1493730000000.0,SA0297,0.5649008585583846
1493730000000.0,SA0297,0.5422149942596571
1493730000000.0,SA0297,0.5761972058245336
1493730000000.0,SA0297,0.628781273576114
1493730000000.0,SA0297,0.5999004084012612
1493730000000.0,SA0297,0.891100095387718
1493730000000.0,SA0297,0.7345150985514185
1493730000000.0,SA0297,0.5620044661744247
1493730000000.0,SA0297,0.5271280489596432
1493730000000.0,SA0297,0.4651196190228918
1493730000000.0,SA0297,0.44616072216186853
1493730000000.0,SA0297,0.478942136379751
1493730000000.0,SA0297,0.4575311464807615
1493730000000.0,SA0297,0.38330461776503555
1493730000000.0,SA0297,1.973527413034843
1493730000000.0,SA0297,0.14799895269899715
1493730000000.0,SA0297,0.447292342881029
1493730000000.0,SA0297,0.5788996631541601
1493730000000.0,SA0297,0.4813561675100881
1493730000000.0,SA0297,0.4474646578222687
1493730000000.0,SA0297,0.3088169360640702
1493730000000.0,SA0297,0.14124326532617404
1493730000000.0,SA0297,0.08183257297677984
1493730000000.0,SA0297,0.564901070985
1493730000000.0,SA0297,0.8876613825102453
1493730000000.0,SA0297,0.6029946683014701
1493730000000.0,SA0297,0.8315698046466095
1493730000000.0,SA0297,0.8501405530851943
1493730000000.0,SA0297,0.7059989943335614
1493730000000.0,SA0297,0.5294261516019019
1493730000000.0,SA0297,0.4629923757471607
1493730000000.0,SA0297,0.6026731867272677
1493730000000.0,SA0297,0.3450310420817234
1493730000000.0,SA0297,0.9728745242835789
1493730000000.0,SA0297,0.3544586858859577
1493730000000.0,SA0297,0.35181714000315567
1493730000000.0,SA0297,0.24563234721835803
1493730000000.0,SA0297,0.40475707529331717
1493730000000.0,SA0297,0.48934440836694965
1493730000000.0,SA0297,0.6182188123957406
1493730000000.0,SA0297,0.20334987091217935
1493730000000.0,SA0297,0.4319633549272438
1493730000000.0,SA0297,0.23745165823805062
1493730000000.0,SA0297,0.2538757373204458
1493730000000.0,SA0297,0.2980565885867984
1493730000000.0,SA0297,0.29456921088260396
1493730000000.0,SA0297,0.3223724088689974
1493730000000.0,SA0297,0.35084894185389814
1493730000000.0,SA0297,0.38474804742844376
1493730000000.0,SA0297,0.5065928147931039
1493730000000.0,SA0297,0.8209160493010232
1493730000000.0,SA0297,0.7047675999930757
1493730000000.0,SA0297,0.4584251847357429
1493730000000.0,SA0297,0.4462405741301434
1493730000000.0,SA0297,0.41212720123767616
1493730000000.0,SA0297,0.25941728932359154
1493730000000.0,SA0297,0.1826995621231753
